sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
938,saturation,low,"[40,39,11,50.0,0.0,0.0]",1560,40,39,11,50.0,0.0,active,False,False,0.9954210062320926,0.9102435352966982,0.6338211382113821,0.6088722274289284,0.05137282207670085,12300,4504,504,incomplete
939,saturation,low,"[40,39,12,50.0,0.0,0.0]",1560,40,39,12,50.0,0.0,rejected,True,False,0.9866604565144204,0.9038035365138759,0.6242726517040732,0.5911058638331366,0.06393912122784484,9624,3616,540,coverage_upper_bound
940,saturation,low,"[40,39,13,50.0,0.0,0.0]",1560,40,39,13,50.0,0.0,rejected,True,False,0.9881036882580412,0.9037090475315441,0.6302302302302303,0.5611408199643494,0.06709431852884234,9990,3694,1230,coverage_upper_bound
941,saturation,low,"[40,39,14,50.0,0.0,0.0]",1560,40,39,14,50.0,0.0,rejected,True,False,0.9806705810071142,0.8908336062418377,0.6301900070372977,0.5218531468531469,0.06250977945285766,5684,2102,1180,coverage_upper_bound
942,saturation,low,"[40,39,15,50.0,0.0,0.0]",1560,40,39,15,50.0,0.0,rejected,True,False,0.9755407283317344,0.8972816634462738,0.6416923754958131,0.5380635624538064,0.06863579293939706,4538,1626,874,coverage_upper_bound
943,saturation,low,"[40,39,16,50.0,0.0,0.0]",1560,40,39,16,50.0,0.0,rejected,True,False,0.9772355978661875,0.8885770981306317,0.6445477599323753,0.525137741046832,0.06662535331236732,4732,1682,1076,coverage_upper_bound
944,saturation,low,"[40,39,17,50.0,0.0,0.0]",1560,40,39,17,50.0,0.0,rejected,True,False,0.9786392297679715,0.8881859927168508,0.6450336367233874,0.5254674403610574,0.07102595558998796,5054,1794,1150,coverage_upper_bound
945,saturation,low,"[40,39,18,50.0,0.0,0.0]",1560,40,39,18,50.0,0.0,rejected,True,False,0.9786620417573384,0.8976625141987942,0.6482546988876102,0.5448098001289491,0.06872846520006341,5214,1834,990,coverage_upper_bound
946,saturation,low,"[40,39,19,50.0,0.0,0.0]",1560,40,39,19,50.0,0.0,rejected,True,False,0.9834571072974029,0.9033890106126792,0.6529968454258676,0.5655737704918032,0.07692070599391462,6974,2420,1078,coverage_upper_bound
947,saturation,low,"[40,39,20,50.0,0.0,0.0]",1560,40,39,20,50.0,0.0,rejected,True,False,0.9844674757683985,0.9165011553751549,0.6526566217287867,0.5755244755244755,0.05852344905627394,7566,2628,1014,coverage_upper_bound
948,saturation,low,"[40,39,21,50.0,0.0,0.0]",1560,40,39,21,50.0,0.0,active,False,False,0.9937555342848,0.9096425860387233,0.6694743935309974,0.6207435176507341,0.07883848829497897,11872,3924,932,incomplete
949,saturation,low,"[40,39,22,50.0,0.0,0.0]",1560,40,39,22,50.0,0.0,active,False,False,0.9927111358975322,0.9236260933290166,0.670667306769083,0.654639175257732,0.0808854597090696,12498,4116,306,incomplete
950,saturation,low,"[40,39,23,50.0,0.0,0.0]",1560,40,39,23,50.0,0.0,active,False,False,0.9987366740541317,0.9293693750306753,0.6626959247648903,0.6604186191815058,0.0852621900458379,12760,4304,44,incomplete
951,saturation,low,"[40,39,24,50.0,0.0,0.0]",1560,40,39,24,50.0,0.0,active,False,False,0.9980605125856038,0.9394689833932629,0.6701030927835051,0.6701030927835051,0.0797350438220159,12804,4224,0,incomplete
952,saturation,low,"[40,39,25,50.0,0.0,0.0]",1560,40,39,25,50.0,0.0,active,False,False,0.998871223931731,0.9465816901400208,0.6626506024096386,0.6615120274914089,0.09115292444405519,12782,4312,22,incomplete
953,saturation,low,"[40,39,26,50.0,0.0,0.0]",1560,40,39,26,50.0,0.0,active,False,False,0.997999644285219,0.9516861282214418,0.6613558263042799,0.6613558263042799,0.09002060902141638,12804,4336,0,incomplete
954,saturation,low,"[40,39,27,50.0,0.0,0.0]",1560,40,39,27,50.0,0.0,active,False,False,0.9990199967908437,0.9539645686909041,0.6585823814739478,0.6574507966260543,0.0967958689074822,12782,4364,22,incomplete
955,saturation,low,"[40,39,28,50.0,0.0,0.0]",1560,40,39,28,50.0,0.0,active,False,False,0.9994774546618704,0.9608225902188319,0.6398000624804748,0.6398000624804748,0.0953913654657227,12804,4612,0,incomplete
956,saturation,low,"[40,39,29,50.0,0.0,0.0]",1560,40,39,29,50.0,0.0,active,False,False,0.9981987365931229,0.9642131628826395,0.6424764890282132,0.640268666041862,0.10097805404505994,12760,4562,44,incomplete
957,saturation,low,"[40,39,30,50.0,0.0,0.0]",1560,40,39,30,50.0,0.0,active,False,False,1.0,0.9714462561766293,0.6302717900656045,0.6302717900656045,0.10405471455660914,12804,4734,0,incomplete
958,saturation,low,"[40,39,31,50.0,0.0,0.0]",1560,40,39,31,50.0,0.0,active,False,False,0.9997413077775711,0.9684225165938037,0.6249216300940439,0.6227741330834115,0.06414041194512547,12760,4786,44,incomplete
959,saturation,low,"[40,39,32,50.0,0.0,0.0]",1560,40,39,32,50.0,0.0,active,False,False,1.0,0.9719324864905399,0.613089659481412,0.613089659481412,0.1058892797578009,12804,4954,0,incomplete
960,saturation,low,"[40,39,33,50.0,0.0,0.0]",1560,40,39,33,50.0,0.0,active,False,False,0.9992521655394662,0.9713349947319688,0.5820056232427366,0.5820056232427366,0.11569242062138733,12804,5352,0,incomplete
961,saturation,low,"[40,39,34,50.0,0.0,0.0]",1560,40,39,34,50.0,0.0,active,False,False,1.0,0.9737774378764734,0.5607622617931897,0.5607622617931897,0.11919055457004059,12804,5624,0,incomplete
962,saturation,low,"[40,39,35,50.0,0.0,0.0]",1560,40,39,35,50.0,0.0,active,False,False,0.9996448800983917,0.9737442335638444,0.6590128084973446,0.6590128084973446,0.09157259070324798,12804,4366,0,incomplete
963,saturation,low,"[40,39,36,50.0,0.0,0.0]",1560,40,39,36,50.0,0.0,active,False,False,0.9999052383234276,0.9734148225313997,0.6487035301468291,0.6487035301468291,0.07843466075089643,12804,4498,0,incomplete
964,saturation,low,"[40,39,37,50.0,0.0,0.0]",1560,40,39,37,50.0,0.0,active,False,False,1.0,0.9739126656099688,0.6758825367072789,0.6758825367072789,0.07721149470163785,12804,4150,0,incomplete
965,saturation,low,"[40,39,38,50.0,0.0,0.0]",1560,40,39,38,50.0,0.0,active,False,False,0.999024159240444,0.9751245923423275,0.6841611996251171,0.6841611996251171,0.07880627521667125,12804,4044,0,incomplete
966,saturation,low,"[40,39,39,50.0,0.0,0.0]",1560,40,39,39,50.0,0.0,active,False,False,0.9996918397601402,0.9722115450388652,0.6772883473914402,0.6772883473914402,0.07720461033367133,12804,4132,0,incomplete
967,saturation,low,"[52,30,0,50.0,0.0,0.0]",1560,52,30,0,50.0,0.0,active,False,False,0.9965346594329828,0.9310974459766272,0.5158589599098374,0.5004686035613871,0.09039781180036897,12422,6014,382,incomplete
968,saturation,low,"[52,30,1,50.0,0.0,0.0]",1560,52,30,1,50.0,0.0,active,False,False,0.9963601934145608,0.9334868219523836,0.5026554201811934,0.5026554201811934,0.11686644424370186,12804,6368,0,incomplete
969,saturation,low,"[52,30,2,50.0,0.0,0.0]",1560,52,30,2,50.0,0.0,active,False,False,0.9944243569398272,0.9437782350150953,0.5209852536055745,0.5021868166198064,0.13636431713906144,12342,5912,462,incomplete
970,saturation,low,"[52,30,3,50.0,0.0,0.0]",1560,52,30,3,50.0,0.0,active,False,False,0.9999002887385955,0.9468725443994433,0.5123398937831928,0.5123398937831928,0.14283129423776675,12804,6244,0,incomplete
971,saturation,low,"[52,30,4,50.0,0.0,0.0]",1560,52,30,4,50.0,0.0,rejected,True,False,0.988489134044281,0.9594184663621494,0.4943402900601344,0.47582567245488594,0.14139091607835327,11308,5718,440,coverage_upper_bound
972,saturation,low,"[52,30,5,50.0,0.0,0.0]",1560,52,30,5,50.0,0.0,active,False,False,1.0,0.9518411113305613,0.45938769134645424,0.45938769134645424,0.12809929679270818,12804,6922,0,incomplete
973,saturation,low,"[52,30,6,50.0,0.0,0.0]",1560,52,30,6,50.0,0.0,rejected,True,False,0.9823733164046453,0.9710338883751694,0.44144144144144143,0.4224137931034483,0.10697331520557583,7326,4092,330,coverage_upper_bound
974,saturation,low,"[52,30,7,50.0,0.0,0.0]",1560,52,30,7,50.0,0.0,active,False,False,1.0,0.9531793560949027,0.5110902842861605,0.5110902842861605,0.09497192163008922,12804,6260,0,incomplete
975,saturation,low,"[52,30,8,50.0,0.0,0.0]",1560,52,30,8,50.0,0.0,rejected,True,False,0.9859715852669418,0.9643980770588247,0.49762521588946457,0.4784142797841428,0.10902379455004689,9264,4654,372,coverage_upper_bound
976,saturation,low,"[52,30,9,50.0,0.0,0.0]",1560,52,30,9,50.0,0.0,active,False,False,1.0,0.9517757233903585,0.5009372071227741,0.5009372071227741,0.10866423281738352,12804,6390,0,incomplete
977,saturation,low,"[52,30,10,50.0,0.0,0.0]",1560,52,30,10,50.0,0.0,active,False,False,0.9935071695048282,0.9536487097861489,0.5091232036169869,0.49250234301780693,0.10580591660715981,12386,6080,418,incomplete
978,saturation,low,"[52,30,11,50.0,0.0,0.0]",1560,52,30,11,50.0,0.0,active,False,False,0.9984964490246145,0.9453287624042945,0.49453295845048423,0.49453295845048423,0.09911516210093128,12804,6472,0,incomplete
979,saturation,low,"[52,30,12,50.0,0.0,0.0]",1560,52,30,12,50.0,0.0,active,False,False,0.9965875330909963,0.9406582042945911,0.5192061459667093,0.506716651046548,0.09775923024579844,12496,6008,308,incomplete
980,saturation,low,"[52,30,13,50.0,0.0,0.0]",1560,52,30,13,50.0,0.0,rejected,True,False,0.9887502092836601,0.9375384318898138,0.5291375291375291,0.5291375291375291,0.08996675773188527,12012,5656,0,coverage_upper_bound
981,saturation,low,"[52,30,14,50.0,0.0,0.0]",1560,52,30,14,50.0,0.0,active,False,False,0.9977235084426284,0.9280955948754225,0.5339712918660288,0.5229615745079662,0.09318461425917936,12540,5844,264,incomplete
982,saturation,low,"[52,30,15,50.0,0.0,0.0]",1560,52,30,15,50.0,0.0,rejected,True,False,0.9867423512465239,0.9105996075240549,0.5362062180243998,0.5362062180243998,0.09296439761845914,10164,4714,0,coverage_upper_bound
983,saturation,low,"[52,30,16,50.0,0.0,0.0]",1560,52,30,16,50.0,0.0,active,False,False,0.996076583077626,0.8936100047136574,0.5674641148325359,0.555763823805061,0.09382045407290474,12540,5424,264,incomplete
984,saturation,low,"[52,30,17,50.0,0.0,0.0]",1560,52,30,17,50.0,0.0,rejected,True,False,0.9893136623628511,0.8974376338687053,0.5738636363636364,0.5738636363636364,0.08995060774205628,12672,5400,0,coverage_upper_bound
985,saturation,low,"[52,30,18,50.0,0.0,0.0]",1560,52,30,18,50.0,0.0,active,False,False,0.9899028944125603,0.874516117764777,0.5664576802507837,0.5645110902842861,0.0877877614661733,12760,5532,44,incomplete
986,saturation,low,"[52,30,19,50.0,0.0,0.0]",1560,52,30,19,50.0,0.0,rejected,True,False,0.9782790797291715,0.866488773703848,0.5975447909754479,0.5805931656995487,0.08016073950229444,6028,2426,176,coverage_upper_bound
987,saturation,low,"[52,30,20,50.0,0.0,0.0]",1560,52,30,20,50.0,0.0,rejected,True,False,0.9867153793219567,0.8737792597121312,0.5627705627705628,0.5627705627705628,0.0940940537619111,10164,4444,0,coverage_upper_bound
988,saturation,low,"[52,30,21,50.0,0.0,0.0]",1560,52,30,21,50.0,0.0,rejected,True,False,0.9772664854628488,0.8564297600684934,0.6160108548168249,0.6114478114478115,0.0945216063089443,5896,2264,44,coverage_upper_bound
989,saturation,low,"[52,30,22,50.0,0.0,0.0]",1560,52,30,22,50.0,0.0,rejected,True,False,0.9741719548544979,0.83308868969241,0.6246851385390428,0.578088578088578,0.08322913791421518,4764,1788,384,coverage_upper_bound
990,saturation,low,"[52,30,23,50.0,0.0,0.0]",1560,52,30,23,50.0,0.0,rejected,True,False,0.9752203303261056,0.8545436302855253,0.5979342004590665,0.5776053215077606,0.07196283405786702,5228,2102,184,coverage_upper_bound
991,saturation,low,"[52,30,24,50.0,0.0,0.0]",1560,52,30,24,50.0,0.0,rejected,True,False,0.9683824472887473,0.8515512271083439,0.5705492424242424,0.5705492424242424,0.07046513632939289,4224,1814,0,coverage_upper_bound
992,saturation,low,"[52,30,25,50.0,0.0,0.0]",1560,52,30,25,50.0,0.0,rejected,True,False,0.9615710328145938,0.8226041345130922,0.594488188976378,0.527972027972028,0.07058866625086317,3048,1236,384,coverage_upper_bound
993,saturation,low,"[52,30,26,50.0,0.0,0.0]",1560,52,30,26,50.0,0.0,rejected,True,False,0.9551117806418346,0.8109070463704187,0.5895316804407713,0.5895316804407713,0.0750263778780318,2904,1192,0,coverage_upper_bound
994,saturation,low,"[52,30,27,50.0,0.0,0.0]",1560,52,30,27,50.0,0.0,rejected,True,False,0.9545610718083616,0.8277719209995469,0.60234375,0.53099173553719,0.06660029508185827,2560,1018,344,coverage_upper_bound
995,saturation,low,"[52,30,28,50.0,0.0,0.0]",1560,52,30,28,50.0,0.0,rejected,True,False,0.9512109201389528,0.8281555490193743,0.5595134665508253,0.48787878787878786,0.0721998367841907,2302,1014,338,coverage_upper_bound
996,saturation,low,"[52,30,29,50.0,0.0,0.0]",1560,52,30,29,50.0,0.0,rejected,True,False,0.9210294073679589,0.8101647930461919,0.6026936026936027,0.45202020202020204,0.05669612916938833,1188,472,396,coverage_upper_bound
997,saturation,low,"[52,30,30,50.0,0.0,0.0]",1560,52,30,30,50.0,0.0,rejected,True,False,0.9274315373209968,0.7970157053013565,0.5609756097560976,0.39826839826839827,0.06272430824911866,1312,576,536,coverage_upper_bound
998,saturation,low,"[52,30,31,50.0,0.0,0.0]",1560,52,30,31,50.0,0.0,rejected,True,False,0.885869794319525,0.7734068799088937,0.6294416243654822,0.23484848484848486,0.05188378526513423,394,146,662,coverage_upper_bound
999,saturation,low,"[52,30,32,50.0,0.0,0.0]",1560,52,30,32,50.0,0.0,rejected,True,False,0.8707894350439116,0.7977307172271746,0.6126984126984127,0.41774891774891776,0.04835408374492404,630,244,294,coverage_upper_bound
1000,saturation,low,"[52,30,33,50.0,0.0,0.0]",1560,52,30,33,50.0,0.0,rejected,True,False,0.8695282925426848,0.8208342722772216,0.6614173228346457,0.36363636363636365,0.04905910636010963,508,172,416,coverage_upper_bound
1001,saturation,low,"[52,30,34,50.0,0.0,0.0]",1560,52,30,34,50.0,0.0,rejected,True,False,0.893471565564494,0.7871129981420772,0.5717884130982368,0.38215488215488214,0.06888804035508944,794,340,394,coverage_upper_bound
1002,saturation,low,"[52,30,35,50.0,0.0,0.0]",1560,52,30,35,50.0,0.0,rejected,True,False,0.9209148319827882,0.7763542699090745,0.6542239685658153,0.42045454545454547,0.0675203309290138,1018,352,566,coverage_upper_bound
1003,saturation,low,"[52,30,36,50.0,0.0,0.0]",1560,52,30,36,50.0,0.0,rejected,True,False,0.9080676656423889,0.7832174921505538,0.6052060737527115,0.384297520661157,0.07780311918052768,922,364,530,coverage_upper_bound
1004,saturation,low,"[52,30,37,50.0,0.0,0.0]",1560,52,30,37,50.0,0.0,rejected,True,False,0.9217073514964493,0.8036963623300312,0.6479514415781487,0.4976689976689977,0.06451029532576379,1318,464,398,coverage_upper_bound
1005,saturation,low,"[52,30,38,50.0,0.0,0.0]",1560,52,30,38,50.0,0.0,rejected,True,False,0.939599466055596,0.8071508718365742,0.6053811659192825,0.5113636363636364,0.08339831738543535,1784,704,328,coverage_upper_bound
1006,saturation,low,"[52,30,39,50.0,0.0,0.0]",1560,52,30,39,50.0,0.0,rejected,True,False,0.9395662505205571,0.8203954808971494,0.6662269129287599,0.47821969696969696,0.0863079220815723,1516,506,596,coverage_upper_bound
1007,saturation,low,"[52,30,40,50.0,0.0,0.0]",1560,52,30,40,50.0,0.0,rejected,True,False,0.9633843087138543,0.8234852779616585,0.5975609756097561,0.5499438832772167,0.09044411407189591,3280,1320,284,coverage_upper_bound
1008,saturation,low,"[52,30,41,50.0,0.0,0.0]",1560,52,30,41,50.0,0.0,rejected,True,False,0.9681334463300009,0.818882869782964,0.6268267223382046,0.568655303030303,0.08956282277540142,3832,1430,392,coverage_upper_bound
1009,saturation,low,"[52,30,42,50.0,0.0,0.0]",1560,52,30,42,50.0,0.0,rejected,True,False,0.9764689708347515,0.8411240454219653,0.5978176149649259,0.5405214940098662,0.09802348021147138,5132,2064,544,coverage_upper_bound
1010,saturation,low,"[52,30,43,50.0,0.0,0.0]",1560,52,30,43,50.0,0.0,rejected,True,False,0.9662057218642165,0.8487867435450542,0.5644581407293272,0.555050505050505,0.1004517761131006,3894,1696,66,coverage_upper_bound
1011,saturation,low,"[52,30,44,50.0,0.0,0.0]",1560,52,30,44,50.0,0.0,rejected,True,False,0.9860164963392187,0.8457150844445933,0.5107928601079286,0.5107928601079286,0.10558666878365873,9636,4714,0,coverage_upper_bound
1012,saturation,low,"[52,30,45,50.0,0.0,0.0]",1560,52,30,45,50.0,0.0,rejected,True,False,0.974456327063653,0.8664758429082609,0.5421440261865794,0.5018939393939394,0.11112494771777831,4888,2238,392,coverage_upper_bound
1013,saturation,low,"[52,30,46,50.0,0.0,0.0]",1560,52,30,46,50.0,0.0,rejected,True,False,0.988271381083344,0.8697482618252138,0.4965034965034965,0.4946011842563567,0.11129257299130334,11440,5760,44,coverage_upper_bound
1014,saturation,low,"[52,30,47,50.0,0.0,0.0]",1560,52,30,47,50.0,0.0,rejected,True,False,0.9840402472088507,0.8769560905169866,0.5040246212121212,0.5040246212121212,0.11603183451535279,8448,4190,0,coverage_upper_bound
1015,saturation,low,"[52,30,48,50.0,0.0,0.0]",1560,52,30,48,50.0,0.0,active,False,False,0.9905148125846512,0.8861172777406296,0.5014404609475032,0.4893783192752265,0.12104065055953035,12496,6230,308,incomplete
1016,saturation,low,"[52,30,49,50.0,0.0,0.0]",1560,52,30,49,50.0,0.0,rejected,True,False,0.988094881176551,0.9022455495022932,0.5035236081747709,0.5035236081747709,0.12827962715636784,11352,5636,0,coverage_upper_bound
1017,saturation,low,"[52,30,50,50.0,0.0,0.0]",1560,52,30,50,50.0,0.0,active,False,False,0.9974487451228895,0.9050254597715944,0.5115833200191724,0.500156201187129,0.13001566596621827,12518,6114,286,incomplete
1018,saturation,low,"[52,30,51,50.0,0.0,0.0]",1560,52,30,51,50.0,0.0,active,False,False,0.9895310052577863,0.9148796662354699,0.5110902842861605,0.5110902842861605,0.122753857034958,12804,6260,0,incomplete
1019,saturation,low,"[60,26,0,50.0,0.0,0.0]",1560,60,26,0,50.0,0.0,rejected,True,False,0.9886829293224063,0.8790406660767907,0.4592479156031989,0.4543771043771044,0.09080805148545645,11754,6356,126,coverage_upper_bound
1020,saturation,low,"[60,26,1,50.0,0.0,0.0]",1560,60,26,1,50.0,0.0,rejected,True,False,0.9861967651782565,0.8804847516454727,0.46764946764946763,0.46764946764946763,0.12698519569727143,9768,5200,0,coverage_upper_bound
1021,saturation,low,"[60,26,2,50.0,0.0,0.0]",1560,60,26,2,50.0,0.0,active,False,False,0.9906780609925823,0.887719261356808,0.4524793388429752,0.44470477975632616,0.14050644267916182,12584,6890,220,incomplete
1022,saturation,low,"[60,26,3,50.0,0.0,0.0]",1560,60,26,3,50.0,0.0,active,False,False,0.9926206857531913,0.9106700229964849,0.45251483911277723,0.45251483911277723,0.13931523621514627,12804,7010,0,incomplete
1023,saturation,low,"[60,26,4,50.0,0.0,0.0]",1560,60,26,4,50.0,0.0,active,False,False,0.9977327764849371,0.9155362268093284,0.43564511090284286,0.43564511090284286,0.11352469321422881,12804,7226,0,incomplete
1024,saturation,low,"[60,26,5,50.0,0.0,0.0]",1560,60,26,5,50.0,0.0,active,False,False,0.9936114089529507,0.9268974069096683,0.41205873164636053,0.41205873164636053,0.1383041841402304,12804,7528,0,incomplete
1025,saturation,low,"[60,26,6,50.0,0.0,0.0]",1560,60,26,6,50.0,0.0,active,False,False,0.9976717699981427,0.9429497588841065,0.4257283871994905,0.4176819743830053,0.13917857680786933,12562,7214,242,incomplete
1026,saturation,low,"[60,26,7,50.0,0.0,0.0]",1560,60,26,7,50.0,0.0,active,False,False,0.9989110068525922,0.9503693570571757,0.4176819743830053,0.4176819743830053,0.13926839869888405,12804,7456,0,incomplete
1027,saturation,low,"[60,26,8,50.0,0.0,0.0]",1560,60,26,8,50.0,0.0,active,False,False,0.9969561350790526,0.9625787308388174,0.412269548633185,0.4051858794126835,0.1208827469312262,12584,7396,220,incomplete
1028,saturation,low,"[60,26,9,50.0,0.0,0.0]",1560,60,26,9,50.0,0.0,active,False,False,1.0,0.9745856048900157,0.40268666041861917,0.40268666041861917,0.13782414025096384,12804,7648,0,incomplete
1029,saturation,low,"[60,26,10,50.0,0.0,0.0]",1560,60,26,10,50.0,0.0,active,False,False,0.999432390728693,0.9792290981358929,0.4028889935625687,0.40081224617307093,0.1237690083843166,12738,7606,66,incomplete
1030,saturation,low,"[60,26,11,50.0,0.0,0.0]",1560,60,26,11,50.0,0.0,active,False,False,1.0,0.9824085626663707,0.380506091846298,0.380506091846298,0.13785893788193498,12804,7932,0,incomplete
1031,saturation,low,"[60,26,12,50.0,0.0,0.0]",1560,60,26,12,50.0,0.0,active,False,False,0.999534353999628,0.9821993311774341,0.37610479797979796,0.37222742892845984,0.1406876210313604,12672,7906,132,incomplete
1032,saturation,low,"[60,26,13,50.0,0.0,0.0]",1560,60,26,13,50.0,0.0,active,False,False,1.0,0.9815390893372204,0.4493908153701968,0.4493908153701968,0.14393113112193823,12804,7050,0,incomplete
1033,saturation,low,"[60,26,14,50.0,0.0,0.0]",1560,60,26,14,50.0,0.0,active,False,False,0.9980977060025528,0.9804907126011209,0.404723390488515,0.3908153701968135,0.15739033041296516,12364,7360,440,incomplete
1034,saturation,low,"[60,26,15,50.0,0.0,0.0]",1560,60,26,15,50.0,0.0,active,False,False,0.9994069528768595,0.9772483854712022,0.40194999213712845,0.3992502343017807,0.1554688335905033,12718,7606,86,incomplete
1035,saturation,low,"[60,26,16,50.0,0.0,0.0]",1560,60,26,16,50.0,0.0,active,False,False,0.9994308771106565,0.9788420477893134,0.40893470790378006,0.40893470790378006,0.1440363725798358,12804,7568,0,incomplete
1036,saturation,low,"[60,26,17,50.0,0.0,0.0]",1560,60,26,17,50.0,0.0,active,False,False,1.0,0.976813762617526,0.42158700406123084,0.42158700406123084,0.141207881044148,12804,7406,0,incomplete
1037,saturation,low,"[60,26,18,50.0,0.0,0.0]",1560,60,26,18,50.0,0.0,active,False,False,0.996645197824071,0.9676999855495497,0.4435471100554236,0.43751952514839115,0.13371499963991124,12630,7028,174,incomplete
1038,saturation,low,"[60,26,19,50.0,0.0,0.0]",1560,60,26,19,50.0,0.0,active,False,False,1.0,0.9612087448520501,0.45751327710090595,0.45751327710090595,0.1312424428017502,12804,6946,0,incomplete
1039,saturation,low,"[60,26,20,50.0,0.0,0.0]",1560,60,26,20,50.0,0.0,active,False,False,0.9920224702931952,0.9449005344436023,0.466934835076428,0.45329584504842235,0.12462582517795825,12430,6626,374,incomplete
1040,saturation,low,"[60,26,21,50.0,0.0,0.0]",1560,60,26,21,50.0,0.0,active,False,False,1.0,0.9436298789460827,0.44079975007810057,0.44079975007810057,0.1269097389891481,12804,7160,0,incomplete
1041,saturation,low,"[60,26,22,50.0,0.0,0.0]",1560,60,26,22,50.0,0.0,rejected,True,False,0.9835287200896372,0.9162100614001117,0.4519628099173554,0.427663734115347,0.10714133459644248,7744,4244,440,coverage_upper_bound
1042,saturation,low,"[60,26,23,50.0,0.0,0.0]",1560,60,26,23,50.0,0.0,active,False,False,1.0,0.9246865392896658,0.4873477038425492,0.4873477038425492,0.11038098485282877,12804,6564,0,incomplete
1043,saturation,low,"[60,26,24,50.0,0.0,0.0]",1560,60,26,24,50.0,0.0,active,False,False,0.9897357131050644,0.8905105018160347,0.4826440790566351,0.45392064979693847,0.10884647374449204,12042,6230,762,incomplete
1044,saturation,low,"[60,26,25,50.0,0.0,0.0]",1560,60,26,25,50.0,0.0,active,False,False,0.9968644977697985,0.878996913073499,0.4762574195563886,0.4762574195563886,0.10198376553181959,12804,6706,0,incomplete
1045,saturation,low,"[60,26,26,50.0,0.0,0.0]",1560,60,26,26,50.0,0.0,active,False,False,0.9921433245283426,0.8917634588646314,0.5,0.47688222430490473,0.09915024956963861,12212,6106,592,incomplete
1046,saturation,low,"[60,26,27,50.0,0.0,0.0]",1560,60,26,27,50.0,0.0,rejected,True,False,0.9650717433062767,0.8430773429049253,0.5235109717868338,0.5235109717868338,0.09719167500746934,3828,1824,0,coverage_upper_bound
1047,saturation,low,"[60,26,28,50.0,0.0,0.0]",1560,60,26,28,50.0,0.0,active,False,False,0.9934292175503043,0.8773602295793155,0.5750565315707079,0.5164011246485474,0.09521882672660269,11498,4886,1306,incomplete
1048,saturation,low,"[60,26,29,50.0,0.0,0.0]",1560,60,26,29,50.0,0.0,rejected,True,False,0.9691193768819025,0.8483197252082681,0.4761248852157943,0.4761248852157943,0.09389596439209319,4356,2282,0,coverage_upper_bound
1049,saturation,low,"[60,26,30,50.0,0.0,0.0]",1560,60,26,30,50.0,0.0,rejected,True,False,0.9498586117378287,0.8198138400098265,0.5372881355932203,0.4803030303030303,0.09596161163197298,2360,1092,280,coverage_upper_bound
1050,saturation,low,"[60,26,31,50.0,0.0,0.0]",1560,60,26,31,50.0,0.0,rejected,True,False,0.9700362325439117,0.8640224203807292,0.5248544558889386,0.5222816399286988,0.08846701707376249,4466,2122,22,coverage_upper_bound
1051,saturation,low,"[60,26,32,50.0,0.0,0.0]",1560,60,26,32,50.0,0.0,rejected,True,False,0.9651185963237909,0.8400905054503987,0.5366391184573003,0.5088819226750261,0.089010558538332,3630,1682,198,coverage_upper_bound
1052,saturation,low,"[60,26,33,50.0,0.0,0.0]",1560,60,26,33,50.0,0.0,rejected,True,False,0.9152603039846301,0.8029410069709333,0.5990491283676703,0.4772727272727273,0.07982701897636205,1262,506,322,coverage_upper_bound
1053,saturation,low,"[60,26,34,50.0,0.0,0.0]",1560,60,26,34,50.0,0.0,rejected,True,False,0.9624070829961048,0.8466522320564116,0.516295025728988,0.5067340067340067,0.08512131790118564,3498,1692,66,coverage_upper_bound
1054,saturation,low,"[60,26,35,50.0,0.0,0.0]",1560,60,26,35,50.0,0.0,rejected,True,False,0.9373525570489658,0.820768851319247,0.5274725274725275,0.5,0.08609883500907865,2002,946,110,coverage_upper_bound
1055,saturation,low,"[60,26,36,50.0,0.0,0.0]",1560,60,26,36,50.0,0.0,rejected,True,False,0.9329419621377212,0.8040787385587908,0.5226438188494492,0.4313131313131313,0.08245543088459945,1634,780,346,coverage_upper_bound
1056,saturation,low,"[60,26,37,50.0,0.0,0.0]",1560,60,26,37,50.0,0.0,rejected,True,False,0.8910017834409572,0.7785305240164886,0.5245579567779961,0.4494949494949495,0.06289680243503765,1018,484,170,coverage_upper_bound
1057,saturation,low,"[60,26,38,50.0,0.0,0.0]",1560,60,26,38,50.0,0.0,rejected,True,False,0.9267642570878828,0.8175566567548607,0.5146341463414634,0.45670995670995673,0.07661116483877853,1640,796,208,coverage_upper_bound
1058,saturation,low,"[60,26,39,50.0,0.0,0.0]",1560,60,26,39,50.0,0.0,rejected,True,False,0.897738029164416,0.7991035039208441,0.5691906005221932,0.3303030303030303,0.0705973816537381,766,330,554,coverage_upper_bound
1059,saturation,low,"[60,26,40,50.0,0.0,0.0]",1560,60,26,40,50.0,0.0,rejected,True,False,0.8856938650285259,0.7793210405796474,0.5034802784222738,0.4109848484848485,0.07270405077032734,862,428,194,coverage_upper_bound
1060,saturation,low,"[60,26,41,50.0,0.0,0.0]",1560,60,26,41,50.0,0.0,rejected,True,False,0.8459482587901744,0.7517022489432975,0.5745614035087719,0.33080808080808083,0.07114067726244186,456,194,336,coverage_upper_bound
