sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
123,discover,low,"[38,40,37,51.0,0.0,0.0]",1520,38,40,37,51.0,0.0,active,False,False,0.9997930462220569,0.9657370474432297,0.7023939915506181,0.7011871290221806,0.06947603134054801,12782,3804,22,incomplete
124,discover,low,"[38,40,37,51.0,0.0,2.25]",1520,38,40,37,51.0,2.25,active,False,False,0.9998447846665427,0.9652467402060282,0.7047410420904396,0.7035301468291159,0.06474872131184142,12782,3774,22,incomplete
125,discover,low,"[38,40,37,51.0,0.0,4.5]",1520,38,40,37,51.0,4.5,active,False,False,0.9997930462220569,0.9655112284748555,0.7039184952978056,0.7014995313964386,0.06946497091827294,12760,3778,44,incomplete
126,discover,low,"[38,40,0,51.0,0.0,4.5]",1520,38,40,0,51.0,4.5,active,False,False,0.9998168244535072,0.9558236288308206,0.6990003124023743,0.6990003124023743,0.06586803643589606,12804,3854,0,incomplete
127,discover,low,"[38,40,0,51.0,0.0,2.25]",1520,38,40,0,51.0,2.25,active,False,False,0.9999028460734001,0.9572405232077216,0.6977507029053421,0.6977507029053421,0.06861212822560497,12804,3870,0,incomplete
128,discover,low,"[38,40,0,51.0,0.0,0.0]",1520,38,40,0,51.0,0.0,active,False,False,1.0,0.9575845062343203,0.7005623242736645,0.7005623242736645,0.06547565339157442,12804,3834,0,incomplete
129,discover,low,"[38,40,0,51.0,0.0,6.75]",1520,38,40,0,51.0,6.75,active,False,False,0.9999542061133768,0.9564567233310972,0.7002499218994064,0.7002499218994064,0.06601973705914523,12804,3838,0,incomplete
130,discover,low,"[38,40,25,51.0,0.0,4.5]",1520,38,40,25,51.0,4.5,deferred,False,False,0.9998504331078932,0.9551262100001083,0.6638550452983443,0.6638550452983443,0.0926442749902205,12804,4304,0,not_promoted_after_low
131,discover,low,"[38,40,25,51.0,0.0,6.75]",1520,38,40,25,51.0,6.75,deferred,False,False,0.9999002887385955,0.9553238700347472,0.6638550452983443,0.6638550452983443,0.09265466940221916,12804,4304,0,not_promoted_after_low
132,discover,low,"[38,40,25,51.0,0.0,2.25]",1520,38,40,25,51.0,2.25,deferred,False,False,0.9999002887385955,0.9561386540438833,0.6641674476726023,0.6641674476726023,0.09254859675350205,12804,4300,0,not_promoted_after_low
133,discover,low,"[38,40,25,51.0,0.0,0.0]",1520,38,40,25,51.0,0.0,deferred,False,False,1.0,0.9554320417537946,0.6636988441112153,0.6636988441112153,0.09266914171275999,12804,4306,0,not_promoted_after_low
134,discover,low,"[35,44,24,50.25,0.0,2.045]",1540,35,44,24,50.25,2.045,active,False,False,1.0,0.9841756654476294,0.7239811912225705,0.7214932833489535,0.08525359583151808,12760,3522,44,incomplete
135,discover,low,"[35,44,24,50.25,0.0,0.0]",1540,35,44,24,50.25,0.0,active,False,False,0.9998965231110284,0.9836802217950118,0.7236800999687598,0.7236800999687598,0.0855518072140255,12804,3538,0,incomplete
136,discover,low,"[35,44,24,50.25,0.0,6.136]",1540,35,44,24,50.25,6.136,active,False,False,0.9998965231110284,0.98379819407097,0.7233676975945017,0.7233676975945017,0.0856239562369903,12804,3542,0,incomplete
137,discover,low,"[35,44,24,50.25,0.0,4.091]",1540,35,44,24,50.25,4.091,active,False,False,0.9998447846665427,0.9843159987485725,0.7239925023430178,0.7239925023430178,0.08461334743583751,12804,3534,0,incomplete
138,discover,low,"[35,44,23,50.0,0.0,4.091]",1540,35,44,23,50.0,4.091,deferred,False,False,1.0,0.9815242989793386,0.6556094507901736,0.654482974070603,0.09532250799443469,12782,4402,22,not_promoted_after_low
139,discover,low,"[35,44,23,50.0,0.0,6.136]",1540,35,44,23,50.0,6.136,deferred,False,False,1.0,0.9813622939644412,0.6560449859418932,0.6560449859418932,0.09531897254115188,12804,4404,0,not_promoted_after_low
140,discover,low,"[35,44,23,50.0,0.0,2.045]",1540,35,44,23,50.0,2.045,deferred,False,False,1.0,0.9806272278891264,0.6557325835676351,0.6557325835676351,0.05826375044678411,12804,4408,0,not_promoted_after_low
141,discover,low,"[35,44,23,50.0,0.0,0.0]",1540,35,44,23,50.0,0.0,deferred,False,False,1.0,0.9810685271545391,0.6569821930646673,0.6569821930646673,0.05810427360028262,12804,4392,0,not_promoted_after_low
142,discover,low,"[35,44,23,50.25,0.0,4.091]",1540,35,44,23,50.25,4.091,deferred,False,False,0.9999482615555142,0.9814687594662549,0.6631200125176029,0.661980631052796,0.0951471858855126,12782,4306,22,not_promoted_after_low
143,discover,low,"[35,44,23,50.25,0.0,6.136]",1540,35,44,23,50.25,6.136,deferred,False,False,1.0,0.9817360074055931,0.662449234614183,0.662449234614183,0.09514365170428989,12804,4322,0,not_promoted_after_low
144,discover,low,"[35,44,23,50.25,0.0,0.0]",1540,35,44,23,50.25,0.0,deferred,False,False,1.0,0.9814497827023617,0.6640112464854733,0.6640112464854733,0.0579681181708588,12804,4302,0,not_promoted_after_low
145,discover,low,"[35,44,23,50.25,0.0,2.045]",1540,35,44,23,50.25,2.045,deferred,False,False,0.9998965231110284,0.9814323709070826,0.6635426429240863,0.6635426429240863,0.05812860394717161,12804,4308,0,not_promoted_after_low
146,discover,low,"[35,44,23,49.75,0.0,6.136]",1540,35,44,23,49.75,6.136,active,False,False,1.0,0.9785952122934473,0.6702592939706342,0.6702592939706342,0.08923683227344406,12804,4222,0,incomplete
147,discover,low,"[35,44,22,50.25,0.0,6.136]",1540,35,44,22,50.25,6.136,active,False,False,0.9999482615555142,0.982536693061823,0.682911590128085,0.682911590128085,0.05651786395704176,12804,4060,0,incomplete
148,discover,low,"[35,44,23,49.75,0.0,4.091]",1540,35,44,23,49.75,4.091,active,False,False,1.0,0.9784475725979143,0.6713527022805373,0.6713527022805373,0.08234116665313748,12804,4208,0,incomplete
149,discover,low,"[35,44,22,49.75,0.0,2.045]",1540,35,44,22,49.75,2.045,deferred,False,False,0.9998504331078932,0.9794420083448216,0.6520106399624472,0.6508903467666354,0.09554329298191636,12782,4448,22,not_promoted_after_low
150,discover,low,"[35,44,23,49.75,0.0,0.0]",1540,35,44,23,49.75,0.0,active,False,False,1.0,0.9779697908608965,0.6710402999062793,0.6710402999062793,0.05824320922684067,12804,4212,0,incomplete
151,discover,low,"[35,44,23,49.75,0.0,2.045]",1540,35,44,23,49.75,2.045,active,False,False,1.0,0.9782615681070246,0.6711965010934083,0.6711965010934083,0.05840164686371984,12804,4210,0,incomplete
152,discover,low,"[35,44,22,49.75,0.0,0.0]",1540,35,44,22,49.75,0.0,deferred,False,False,0.9997488390327052,0.9801359392839303,0.6508903467666354,0.6508903467666354,0.09321290547922274,12804,4470,0,not_promoted_after_low
153,discover,low,"[35,44,22,49.75,0.0,4.091]",1540,35,44,22,49.75,4.091,deferred,False,False,0.9999002887385955,0.9788273411689284,0.6501093408309904,0.6501093408309904,0.059345867604304804,12804,4480,0,not_promoted_after_low
154,discover,low,"[35,44,24,49.75,0.0,2.045]",1540,35,44,24,49.75,2.045,active,False,False,0.9998447846665427,0.9787950657703711,0.7164576802507837,0.7139956263667604,0.08087102827229689,12760,3618,44,incomplete
155,discover,low,"[35,44,24,49.75,0.0,4.091]",1540,35,44,24,49.75,4.091,active,False,False,0.9998965231110284,0.9791265198358918,0.7139956263667604,0.7139956263667604,0.08085410547372195,12804,3662,0,incomplete
156,discover,low,"[35,44,22,49.75,0.0,6.136]",1540,35,44,22,49.75,6.136,deferred,False,False,0.9997488390327052,0.9792410487888463,0.6494845360824743,0.6494845360824743,0.05683765602916728,12804,4488,0,not_promoted_after_low
157,discover,low,"[35,44,22,50.25,0.0,0.0]",1540,35,44,22,50.25,0.0,active,False,False,1.0,0.9825477451736465,0.682755388940956,0.682755388940956,0.09289085005278781,12804,4062,0,incomplete
158,discover,low,"[35,44,24,49.75,0.0,0.0]",1540,35,44,24,49.75,0.0,active,False,False,0.9998965231110284,0.9782622354667081,0.7158700406123086,0.7158700406123086,0.08183275313178193,12804,3638,0,incomplete
159,discover,low,"[35,44,22,50.25,0.0,4.091]",1540,35,44,22,50.25,4.091,active,False,False,1.0,0.9811511731601316,0.6826787670161164,0.6815057794439238,0.09741329763494758,12782,4056,22,incomplete
160,discover,low,"[35,44,24,49.75,0.0,6.136]",1540,35,44,24,49.75,6.136,active,False,False,0.9998965231110284,0.9792383056234858,0.7150890346766635,0.7150890346766635,0.08176143458219368,12804,3648,0,incomplete
161,discover,low,"[35,44,22,50.25,0.0,2.045]",1540,35,44,22,50.25,2.045,active,False,False,1.0,0.9814792907645042,0.683461117196057,0.6822867853795689,0.09519249157428482,12782,4046,22,incomplete
162,discover,low,"[154,10,26,50.0,0.0,9.0]",1540,154,10,26,50.0,9.0,deferred,False,False,1.0,0.9852728608375633,0.20384254920337394,0.20384254920337394,0.3068954030947161,12804,10194,0,not_promoted_after_low
163,discover,low,"[35,44,23,51.0,0.0,4.091]",1540,35,44,23,51.0,4.091,active,False,False,0.9996378308885996,0.9794382186711494,0.6698647373387858,0.6652608559825055,0.09460913533987989,12716,4198,88,incomplete
164,discover,low,"[35,44,23,51.0,0.0,6.136]",1540,35,44,23,51.0,6.136,active,False,False,0.9998447846665427,0.9788708255357186,0.6683848797250859,0.6683848797250859,0.09461681480349844,12804,4246,0,incomplete
165,discover,low,"[35,44,23,51.0,0.0,2.045]",1540,35,44,23,51.0,2.045,active,False,False,0.9997930462220569,0.9779748973884029,0.6694782880349891,0.6694782880349891,0.08987312056487536,12804,4232,0,incomplete
166,discover,low,"[35,44,23,51.0,0.0,0.0]",1540,35,44,23,51.0,0.0,active,False,False,0.9999482615555142,0.978080014874837,0.6694782880349891,0.6694782880349891,0.056429138922151,12804,4232,0,incomplete
167,discover,low,"[154,10,26,50.0,0.0,0.0]",1540,154,10,26,50.0,0.0,deferred,False,False,1.0,0.9785259202023895,0.20243673851921273,0.20243673851921273,0.30712830436993704,12804,10212,0,not_promoted_after_low
168,discover,low,"[154,10,26,50.0,0.0,18.0]",1540,154,10,26,50.0,18.0,deferred,False,False,1.0,0.9734440849783672,0.20290534208059982,0.20290534208059982,0.30683707980627883,12804,10206,0,not_promoted_after_low
169,discover,low,"[154,10,26,50.0,0.0,27.0]",1540,154,10,26,50.0,27.0,deferred,False,False,0.9999512630447324,0.9685714532238602,0.20337394564198688,0.20337394564198688,0.30688917262802656,12804,10200,0,not_promoted_after_low
170,discover,low,"[35,44,29,50.0,0.0,2.045]",1540,35,44,29,50.0,2.045,active,False,False,0.9998477861557608,0.9744255070516425,0.6866604186191815,0.6866604186191815,0.06814874796234699,12804,4012,0,incomplete
171,discover,low,"[35,44,29,50.0,0.0,6.136]",1540,35,44,29,50.0,6.136,active,False,False,0.9998477861557608,0.9742308293372505,0.6884012539184953,0.6860356138706654,0.06418781631736503,12760,3976,44,incomplete
172,discover,low,"[35,44,29,50.0,0.0,4.091]",1540,35,44,29,50.0,4.091,active,False,False,0.999796047711275,0.9742947140299129,0.6872163980597715,0.6860356138706654,0.07185005586551343,12782,3998,22,incomplete
173,discover,low,"[35,44,29,50.0,0.0,0.0]",1540,35,44,29,50.0,0.0,active,False,False,0.9998537891341968,0.9738353721415552,0.6881552182757003,0.6869728209934396,0.07185054637611367,12782,3986,22,incomplete
174,discover,low,"[35,44,18,50.0,0.0,2.045]",1540,35,44,18,50.0,2.045,active,False,False,0.9998972799200467,0.9729574905632953,0.6710402999062793,0.6710402999062793,0.0864864678325317,12804,4212,0,incomplete
175,discover,low,"[35,44,29,51.0,0.0,4.091]",1540,35,44,29,51.0,4.091,active,False,False,0.999327778626194,0.9725835215262899,0.7043095312991506,0.6994689159637614,0.0727164671635459,12716,3760,88,incomplete
176,discover,low,"[35,44,18,50.0,0.0,4.091]",1540,35,44,18,50.0,4.091,active,False,False,1.0,0.9708429596500415,0.6696344892221181,0.6696344892221181,0.08650913164387208,12804,4230,0,incomplete
177,discover,low,"[35,44,18,50.0,0.0,6.136]",1540,35,44,18,50.0,6.136,active,False,False,0.9998972799200467,0.9722193181122033,0.6735395189003437,0.6735395189003437,0.08200834867225111,12804,4180,0,incomplete
178,discover,low,"[35,44,29,51.0,0.0,2.045]",1540,35,44,29,51.0,2.045,active,False,False,0.9994826155551422,0.9724354401180639,0.7057250707769739,0.7008747266479225,0.06265430928367793,12716,3742,88,incomplete
179,discover,low,"[35,44,18,50.0,0.0,0.0]",1540,35,44,18,50.0,0.0,active,False,False,0.9998972799200467,0.9723552245190517,0.6711965010934083,0.6711965010934083,0.08637958598338144,12804,4210,0,incomplete
180,discover,low,"[35,44,29,51.0,0.0,6.136]",1540,35,44,29,51.0,6.136,active,False,False,0.9994308771106565,0.9724247146044153,0.7064263322884012,0.703998750390503,0.06002166817419473,12760,3746,44,incomplete
181,discover,low,"[35,44,29,51.0,0.0,0.0]",1540,35,44,29,51.0,0.0,active,False,False,0.999534353999628,0.9721308184561548,0.7056052755534621,0.7019681349578257,0.06264305253838987,12738,3750,66,incomplete
182,discover,low,"[220,7,183,50.0,0.0,12.857]",1540,220,7,183,50.0,12.857,deferred,False,False,1.0,0.9723382402776227,0.13433302093095909,0.13433302093095909,2.2382361682620484,12804,11084,0,not_promoted_after_low
183,discover,low,"[220,7,183,50.0,0.0,25.714]",1540,220,7,183,50.0,25.714,deferred,False,False,1.0,0.9719975762282003,0.13433302093095909,0.13433302093095909,2.2381496287078964,12804,11084,0,not_promoted_after_low
184,discover,low,"[220,7,183,50.0,0.0,0.0]",1540,220,7,183,50.0,0.0,deferred,False,False,1.0,0.9713399027647678,0.13495782567947517,0.13495782567947517,2.238267895151881,12804,11076,0,not_promoted_after_low
185,discover,low,"[220,7,183,50.0,0.0,38.571]",1540,220,7,183,50.0,38.571,deferred,False,False,1.0,0.9718007113338173,0.13433302093095909,0.13433302093095909,2.2381170541906763,12804,11084,0,not_promoted_after_low
186,discover,low,"[220,7,183,51.0,0.0,25.714]",1540,220,7,183,51.0,25.714,deferred,False,False,1.0,0.9664070601906269,0.17088409871915028,0.17088409871915028,2.2441653561307673,12804,10616,0,not_promoted_after_low
187,discover,low,"[220,7,183,51.0,0.0,12.857]",1540,220,7,183,51.0,12.857,deferred,False,False,1.0,0.9660929569711696,0.16885348328647298,0.16885348328647298,2.2474527003484677,12804,10642,0,not_promoted_after_low
188,discover,low,"[220,7,183,51.0,0.0,38.571]",1540,220,7,183,51.0,38.571,deferred,False,False,1.0,0.9651890883156136,0.17057169634489222,0.17057169634489222,2.24407527619946,12804,10620,0,not_promoted_after_low
189,discover,low,"[220,7,183,51.0,0.0,0.0]",1540,220,7,183,51.0,0.0,deferred,False,False,1.0,0.9663702672818628,0.1704154951577632,0.1704154951577632,2.2441584770812906,12804,10622,0,not_promoted_after_low
190,discover,low,"[130,12,87,50.0,0.0,22.5]",1560,130,12,87,50.0,22.5,deferred,False,False,1.0,0.9866835797176572,0.2225866916588566,0.2225866916588566,0.24805483795086758,12804,9954,0,not_promoted_after_low
191,discover,low,"[130,12,87,50.0,0.0,7.5]",1560,130,12,87,50.0,7.5,deferred,False,False,1.0,0.986343476629894,0.22149328334895346,0.22149328334895346,0.24810842086321766,12804,9968,0,not_promoted_after_low
192,discover,low,"[130,12,87,50.25,0.0,22.5]",1560,130,12,87,50.25,22.5,deferred,False,False,1.0,0.9861112810122564,0.23133395813808186,0.23133395813808186,0.2482186078948729,12804,9842,0,not_promoted_after_low
193,discover,low,"[130,12,87,50.25,0.0,15.0]",1560,130,12,87,50.25,15.0,deferred,False,False,1.0,0.9865611254146023,0.2346141830677913,0.2346141830677913,0.22103721562953305,12804,9800,0,not_promoted_after_low
194,discover,low,"[130,12,87,50.0,0.0,15.0]",1560,130,12,87,50.0,15.0,deferred,False,False,1.0,0.9863702629447143,0.22227428928459855,0.22227428928459855,0.248064407846712,12804,9958,0,not_promoted_after_low
195,discover,low,"[130,12,87,50.25,0.0,7.5]",1560,130,12,87,50.25,7.5,deferred,False,False,1.0,0.9865953479734669,0.2338331771321462,0.2338331771321462,0.22107392006984564,12804,9810,0,not_promoted_after_low
196,discover,low,"[130,12,87,50.0,0.0,0.0]",1560,130,12,87,50.0,0.0,deferred,False,False,1.0,0.9860914751679943,0.22024367385192128,0.22024367385192128,0.24809566054280957,12804,9984,0,not_promoted_after_low
197,discover,low,"[130,12,87,50.25,0.0,0.0]",1560,130,12,87,50.25,0.0,deferred,False,False,1.0,0.9860474308532954,0.23117775695095283,0.23117775695095283,0.2482593010771042,12804,9844,0,not_promoted_after_low
198,discover,low,"[130,12,88,49.75,0.0,7.5]",1560,130,12,88,49.75,7.5,deferred,False,False,1.0,0.9842685011120589,0.21415182755388942,0.21415182755388942,0.23327457777880406,12804,10062,0,not_promoted_after_low
199,discover,low,"[130,12,88,49.75,0.0,0.0]",1560,130,12,88,49.75,0.0,deferred,False,False,1.0,0.9837397001844858,0.21305841924398625,0.21305841924398625,0.2332825448284404,12804,10076,0,not_promoted_after_low
200,discover,low,"[130,12,88,49.75,0.0,22.5]",1560,130,12,88,49.75,22.5,deferred,False,False,1.0,0.98445715282121,0.21383942517963136,0.21383942517963136,0.23329114217668503,12804,10066,0,not_promoted_after_low
201,discover,low,"[130,12,88,49.75,0.0,15.0]",1560,130,12,88,49.75,15.0,deferred,False,False,1.0,0.984406878621502,0.2133708216182443,0.2133708216182443,0.23326724326678505,12804,10072,0,not_promoted_after_low
202,discover,low,"[130,12,87,49.75,0.0,7.5]",1560,130,12,87,49.75,7.5,deferred,False,False,1.0,0.9831915538947285,0.211340206185567,0.211340206185567,0.24798206921742916,12804,10098,0,not_promoted_after_low
203,discover,low,"[130,12,87,49.75,0.0,22.5]",1560,130,12,87,49.75,22.5,deferred,False,False,1.0,0.9835852419840228,0.20759137769447047,0.20759137769447047,0.2478947921552472,12804,10146,0,not_promoted_after_low
204,discover,low,"[130,12,87,49.75,0.0,15.0]",1560,130,12,87,49.75,15.0,deferred,False,False,1.0,0.9833303754439244,0.20962199312714777,0.20962199312714777,0.24790451561176702,12804,10120,0,not_promoted_after_low
205,discover,low,"[130,12,87,49.75,0.0,0.0]",1560,130,12,87,49.75,0.0,deferred,False,False,1.0,0.9830327508285317,0.20884098719150265,0.20884098719150265,0.24793573727440252,12804,10130,0,not_promoted_after_low
206,discover,low,"[130,12,88,50.25,0.0,15.0]",1560,130,12,88,50.25,15.0,deferred,False,False,1.0,0.985333586181407,0.23336457357075913,0.23336457357075913,0.23374436982685712,12804,9816,0,not_promoted_after_low
207,discover,low,"[130,12,88,50.25,0.0,0.0]",1560,130,12,88,50.25,0.0,deferred,False,False,1.0,0.9842900063358654,0.2330521711965011,0.2330521711965011,0.23375975631038193,12804,9820,0,not_promoted_after_low
208,discover,low,"[130,12,88,50.25,0.0,22.5]",1560,130,12,88,50.25,22.5,deferred,False,False,1.0,0.9844258925887364,0.23414557950640424,0.23414557950640424,0.23376838890652002,12804,9806,0,not_promoted_after_low
209,discover,low,"[130,12,88,50.25,0.0,7.5]",1560,130,12,88,50.25,7.5,deferred,False,False,1.0,0.9853289551829191,0.2330521711965011,0.2330521711965011,0.23375174920076172,12804,9820,0,not_promoted_after_low
210,discover,low,"[130,12,87,51.0,0.0,15.0]",1560,130,12,87,51.0,15.0,deferred,False,False,0.9996510105850841,0.9835552072005501,0.2508591065292096,0.2508591065292096,0.221365749244626,12804,9592,0,not_promoted_after_low
211,discover,low,"[130,12,87,51.0,0.0,22.5]",1560,130,12,87,51.0,22.5,deferred,False,False,0.9996510105850841,0.9837097946046355,0.25023430178069356,0.25023430178069356,0.2165045106685772,12804,9600,0,not_promoted_after_low
212,discover,low,"[130,12,87,51.0,0.0,7.5]",1560,130,12,87,51.0,7.5,deferred,False,False,0.9998504331078932,0.9842751423995231,0.2508591065292096,0.2508591065292096,0.22153346664552717,12804,9592,0,not_promoted_after_low
213,discover,low,"[130,12,87,51.0,0.0,0.0]",1560,130,12,87,51.0,0.0,deferred,False,False,0.9998504331078932,0.9837191320591689,0.2513277100905967,0.2513277100905967,0.22142893233816,12804,9586,0,not_promoted_after_low
214,discover,low,"[65,24,16,50.0,0.0,11.25]",1560,65,24,16,50.0,11.25,deferred,False,False,0.9988700791205143,0.9826228290057596,0.3434864104967198,0.3434864104967198,0.16872957844063496,12804,8406,0,not_promoted_after_low
215,discover,low,"[65,24,16,50.0,0.0,7.5]",1560,65,24,16,50.0,7.5,deferred,False,False,0.9995377596402103,0.9829805197487588,0.34895345204623557,0.34895345204623557,0.15631043613546725,12804,8336,0,not_promoted_after_low
216,discover,low,"[65,24,16,50.0,0.0,0.0]",1560,65,24,16,50.0,0.0,deferred,False,False,0.9994350395602569,0.9820630077723665,0.34614183067791315,0.34614183067791315,0.16933919937856037,12804,8372,0,not_promoted_after_low
217,discover,low,"[65,24,16,50.0,0.0,3.75]",1560,65,24,16,50.0,3.75,deferred,False,False,0.9985619188806552,0.9831323036402569,0.3480162449234614,0.3480162449234614,0.16967930778925852,12804,8348,0,not_promoted_after_low
218,discover,low,"[130,12,86,50.25,0.0,22.5]",1560,130,12,86,50.25,22.5,deferred,False,False,0.9982099206471908,0.9811726547265974,0.23539518900343642,0.23539518900343642,0.2455166243066956,12804,9790,0,not_promoted_after_low
219,discover,low,"[130,12,86,50.25,0.0,0.0]",1560,130,12,86,50.25,0.0,deferred,False,False,0.9981056961579636,0.9813764199911922,0.23820681037175884,0.23820681037175884,0.28877448472063477,12804,9754,0,not_promoted_after_low
220,discover,low,"[130,12,86,50.25,0.0,7.5]",1560,130,12,86,50.25,7.5,deferred,False,False,0.9982099206471913,0.9802859687909482,0.23633239612621057,0.23633239612621057,0.2888166024355573,12804,9778,0,not_promoted_after_low
221,discover,low,"[130,12,86,49.75,0.0,22.5]",1560,130,12,86,49.75,22.5,deferred,False,False,0.9988187190805379,0.9788262633567356,0.21368322399250234,0.21368322399250234,0.24931610974589438,12804,10068,0,not_promoted_after_low
222,discover,low,"[130,12,86,50.25,0.0,15.0]",1560,130,12,86,50.25,15.0,deferred,False,False,0.998462207619251,0.9815807828900711,0.23617619493908154,0.23617619493908154,0.2567256384950881,12804,9780,0,not_promoted_after_low
223,discover,low,"[130,12,86,49.75,0.0,0.0]",1560,130,12,86,49.75,0.0,deferred,False,False,0.9987673590405616,0.9773659176672818,0.21274601686972822,0.21274601686972822,0.2882613941361988,12804,10080,0,not_promoted_after_low
224,discover,low,"[130,12,86,49.75,0.0,7.5]",1560,130,12,86,49.75,7.5,deferred,False,False,0.998664638960608,0.9779785431354413,0.21212121212121213,0.21212121212121213,0.28830398581916516,12804,10088,0,not_promoted_after_low
225,discover,low,"[130,12,86,49.75,0.0,15.0]",1560,130,12,86,49.75,15.0,deferred,False,False,0.9987673590405616,0.9778246862586052,0.21430802874101842,0.21430802874101842,0.2562504378074873,12804,10060,0,not_promoted_after_low
226,discover,low,"[65,24,16,51.0,0.0,7.5]",1560,65,24,16,51.0,7.5,deferred,False,False,0.9995377596402103,0.9818382152073398,0.38847235238987815,0.38847235238987815,0.15081851755523326,12804,7830,0,not_promoted_after_low
227,discover,low,"[65,24,16,51.0,0.0,3.75]",1560,65,24,16,51.0,3.75,deferred,False,False,0.9988700791205145,0.9835405366144188,0.38972196188691033,0.38972196188691033,0.15503437370971637,12804,7814,0,not_promoted_after_low
228,discover,low,"[39,40,32,50.0,0.0,4.5]",1560,39,40,32,50.0,4.5,deferred,False,False,1.0,0.985481165928778,0.6658856607310215,0.6658856607310215,0.10278531585626846,12804,4278,0,not_promoted_after_low
229,discover,low,"[65,24,16,51.0,0.0,11.25]",1560,65,24,16,51.0,11.25,deferred,False,False,0.9992809594403268,0.9815781837711373,0.38644173695720085,0.38644173695720085,0.15518287102753625,12804,7856,0,not_promoted_after_low
230,discover,low,"[39,40,32,50.0,0.0,6.75]",1560,39,40,32,50.0,6.75,deferred,False,False,1.0,0.9843155780592628,0.6611996251171509,0.6611996251171509,0.09381551142989455,12804,4338,0,not_promoted_after_low
231,discover,low,"[39,40,32,50.0,0.0,0.0]",1560,39,40,32,50.0,0.0,deferred,False,False,1.0,0.9806642615749421,0.6644798500468604,0.6644798500468604,0.06875265410544407,12804,4296,0,not_promoted_after_low
232,discover,low,"[65,24,16,51.0,0.0,0.0]",1560,65,24,16,51.0,0.0,deferred,False,False,0.9991268793203971,0.9821642783077613,0.387222742892846,0.387222742892846,0.15438555835589085,12804,7846,0,not_promoted_after_low
233,discover,low,"[39,40,32,50.0,0.0,2.25]",1560,39,40,32,50.0,2.25,deferred,False,False,1.0,0.9813054955380907,0.6641674476726023,0.6641674476726023,0.09840867325452864,12804,4300,0,not_promoted_after_low
234,discover,low,"[39,40,32,51.0,0.0,2.25]",1560,39,40,32,51.0,2.25,deferred,False,False,1.0,0.9783971890957829,0.6233989378319276,0.6233989378319276,0.11084239272378271,12804,4822,0,not_promoted_after_low
235,discover,low,"[260,6,217,50.0,0.0,45.0]",1560,260,6,217,50.0,45.0,deferred,False,False,0.9990767642390187,0.9810423381044586,0.11824429865666979,0.11824429865666979,2.9783579434520653,12804,11290,0,not_promoted_after_low
236,discover,low,"[260,6,217,50.0,0.0,30.0]",1560,260,6,217,50.0,30.0,deferred,False,False,0.9987125810676784,0.979464831305802,0.12460815047021943,0.12417994376757263,2.9783436625166115,12760,11170,44,not_promoted_after_low
237,discover,low,"[39,40,32,51.0,0.0,0.0]",1560,39,40,32,51.0,0.0,deferred,False,False,1.0,0.9771513855642948,0.6227741330834115,0.6227741330834115,0.06700905669862971,12804,4830,0,not_promoted_after_low
238,discover,low,"[39,40,32,51.0,0.0,4.5]",1560,39,40,32,51.0,4.5,deferred,False,False,1.0,0.9803313464450825,0.6187129022180569,0.6187129022180569,0.11382179040088639,12804,4882,0,not_promoted_after_low
239,discover,low,"[39,40,32,51.0,0.0,6.75]",1560,39,40,32,51.0,6.75,deferred,False,False,1.0,0.9797851868427178,0.6215245235863792,0.6215245235863792,0.11378238265786882,12804,4846,0,not_promoted_after_low
240,discover,low,"[260,6,217,50.0,0.0,0.0]",1560,260,6,217,50.0,0.0,deferred,False,False,0.998972280320077,0.9790480265095755,0.12402374258044362,0.12402374258044362,2.9783445497252643,12804,11216,0,not_promoted_after_low
241,discover,low,"[60,26,15,51.0,0.0,10.385]",1560,60,26,15,51.0,10.385,deferred,False,False,1.0,0.9769537422721088,0.46438612933458295,0.46438612933458295,0.15006607939746677,12804,6858,0,not_promoted_after_low
242,discover,low,"[60,26,15,51.0,0.0,6.923]",1560,60,26,15,51.0,6.923,deferred,False,False,1.0,0.9792488399588356,0.46344892221180883,0.46344892221180883,0.14433222135611126,12804,6870,0,not_promoted_after_low
243,discover,low,"[60,26,15,51.0,0.0,0.0]",1560,60,26,15,51.0,0.0,deferred,False,False,1.0,0.9783371012001475,0.46438612933458295,0.46438612933458295,0.15005155727372396,12804,6858,0,not_promoted_after_low
244,discover,low,"[60,26,15,51.0,0.0,3.462]",1560,60,26,15,51.0,3.462,deferred,False,False,1.0,0.9771027379694445,0.4628241174632927,0.4628241174632927,0.15216292935720777,12804,6878,0,not_promoted_after_low
245,discover,low,"[156,10,26,50.0,0.0,9.0]",1560,156,10,26,50.0,9.0,deferred,False,False,1.0,0.9768292326648782,0.2049359575132771,0.2049359575132771,0.3046505751928478,12804,10180,0,not_promoted_after_low
246,discover,low,"[156,10,26,50.0,0.0,18.0]",1560,156,10,26,50.0,18.0,deferred,False,False,1.0,0.9769463258987965,0.20509215870040612,0.20509215870040612,0.3046510774566772,12804,10178,0,not_promoted_after_low
247,discover,low,"[156,10,26,50.0,0.0,27.0]",1560,156,10,26,50.0,27.0,deferred,False,False,1.0,0.9767318742304663,0.20649796938456733,0.20649796938456733,0.3076551799398268,12804,10160,0,not_promoted_after_low
